Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance,roll,pitch,yaw,string
1667362688.743994,0,1667362688,738853693,IMU1_Frame,0,0,0,,0.031563028688859324,0.07622643930854227,-0.3516696183395088,0.9324815197671595,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.071617,0.014878,-0.40766,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.108,-2.081,-9.43,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0474,0.0709,0.299,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.305,9.46,-41.301,"$VNYMR,-041.301,+009.460,+000.305,-00.0474,+00.0709,+00.2990,+01.108,-02.081,-09.430,+00.071617,+00.014878,-00.407660*63
"
1667362688.7871068,0,1667362688,763828516,IMU1_Frame,0,0,0,,0.032130170454120366,0.07627521714996371,-0.3564737213579924,0.9306321665279466,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.072371,0.022662,-0.408657,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.338,-2.167,-9.294,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0437,0.0688,0.2948,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.315,9.49,-41.892,"$VNYMR,-041.892,+009.490,+000.315,-00.0437,+00.0688,+00.2948,+01.338,-02.167,-09.294,+00.072371,+00.022662,-00.408657*6B
"
1667362688.789106,0,1667362688,788761854,IMU1_Frame,0,0,0,,0.03269968306901944,0.07632885346454356,-0.361340155500749,0.9287292010476835,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.065145,0.027595,-0.411145,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.256,-2.284,-9.41,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0541,0.0701,0.2888,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.324,9.521,-42.492,"$VNYMR,-042.492,+009.521,+000.324,-00.0541,+00.0701,+00.2888,+01.256,-02.284,-09.410,+00.065145,+00.027595,-00.411145*6C
"
1667362688.8303962,0,1667362688,813673734,IMU1_Frame,0,0,0,,0.033193593813369074,0.07638078143225155,-0.3662558794141449,0.9267797971212595,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.064301,0.018534,-0.423149,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.321,-2.512,-9.75,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0503,0.07,0.2945,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.324,9.549,-43.1,"$VNYMR,-043.100,+009.549,+000.324,-00.0503,+00.0700,+00.2945,+01.321,-02.512,-09.750,+00.064301,+00.018534,-00.423149*6D
"
1667362688.8737636,0,1667362688,839465618,IMU1_Frame,0,0,0,,0.03357046169108096,0.07653311630551074,-0.37123633232374786,0.9247698588152766,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.049151,0.01935,-0.424088,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.076,-2.359,-9.439,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.054,0.0731,0.2976,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.306,9.583,-43.719,"$VNYMR,-043.719,+009.583,+000.306,-00.0540,+00.0731,+00.2976,+01.076,-02.359,-09.439,+00.049151,+00.019350,-00.424088*62
"
1667362688.8737957,0,1667362688,864656925,IMU1_Frame,0,0,0,,0.033898716464928286,0.07673253344996825,-0.3762397679062726,0.92271698390038,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.050419,0.023042,-0.428051,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.863,-2.282,-9.508,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.055,0.0682,0.2909,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.28,9.62,-44.343,"$VNYMR,-044.343,+009.620,+000.280,-00.0550,+00.0682,+00.2909,+00.863,-02.282,-09.508,+00.050419,+00.023042,-00.428051*62
"
1667362688.9170692,0,1667362688,889316320,IMU1_Frame,0,0,0,,0.03423880942921017,0.0769457916673652,-0.38125523646606235,0.9206255991122339,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.062026,0.023395,-0.436403,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.982,-2.317,-9.475,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0615,0.0763,0.2994,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.254,9.659,-44.97,"$VNYMR,-044.970,+009.659,+000.254,-00.0615,+00.0763,+00.2994,+00.982,-02.317,-09.475,+00.062026,+00.023395,-00.436403*63
"
1667362688.9170892,0,1667362688,914535284,IMU1_Frame,0,0,0,,0.034580641318186514,0.07706394627277285,-0.3862642646929311,0.9185125177438354,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.05539,0.019787,-0.432144,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.988,-1.885,-9.645,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0549,0.0732,0.2986,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.232,9.688,-45.597,"$VNYMR,-045.597,+009.688,+000.232,-00.0549,+00.0732,+00.2986,+00.988,-01.885,-09.645,+00.055390,+00.019787,-00.432144*68
"
1667362688.9604332,0,1667362688,939083814,IMU1_Frame,0,0,0,,0.03494800205370331,0.07707615327221731,-0.3912849114092556,0.916370024527572,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.064497,0.009098,-0.432443,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.317,-1.749,-9.757,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0577,0.0772,0.2985,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.217,9.707,-46.226,"$VNYMR,-046.226,+009.707,+000.217,-00.0577,+00.0772,+00.2985,+01.317,-01.749,-09.757,+00.064497,+00.009098,-00.432443*65
"
1667362688.9649656,0,1667362688,964569330,IMU1_Frame,0,0,0,,0.03534580643951322,0.07697918177182832,-0.3963017930916011,0.9142044455882186,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.072863,0.001154,-0.435983,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.264,-1.721,-9.494,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0587,0.0782,0.2929,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.21,9.716,-46.855,"$VNYMR,-046.855,+009.716,+000.210,-00.0587,+00.0782,+00.2929,+01.264,-01.721,-09.494,+00.072863,+00.001154,-00.435983*62
"
1667362689.0070808,0,1667362688,989043951,IMU1_Frame,0,0,0,,0.035729983826615234,0.07686712021196296,-0.40132249186794505,0.9120060699397634,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.062356,0.006258,-0.433001,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.23,-1.939,-9.779,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0634,0.0754,0.2916,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.202,9.723,-47.486,"$VNYMR,-047.486,+009.723,+000.202,-00.0634,+00.0754,+00.2916,+01.230,-01.939,-09.779,+00.062356,+00.006258,-00.433001*6F
"
1667362689.0506616,0,1667362689,13925790,IMU1_Frame,0,0,0,,0.035967718034992414,0.07676130855617946,-0.40634581855221824,0.9097785997226062,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.051108,0.000375,-0.438818,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.172,-2.152,-9.994,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0596,0.0773,0.294,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.178,9.724,-48.12,"$VNYMR,-048.120,+009.724,+000.178,-00.0596,+00.0773,+00.2940,+01.172,-02.152,-09.994,+00.051108,+00.000375,-00.438818*69
"
1667362689.0506852,0,1667362689,39126873,IMU1_Frame,0,0,0,,0.03600944964551137,0.0766580559060405,-0.4113770491774843,0.907521782334154,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.040476,-0.007423,-0.439347,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.065,-2.221,-9.948,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0633,0.0853,0.2871,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.133,9.716,-48.758,"$VNYMR,-048.758,+009.716,+000.133,-00.0633,+00.0853,+00.2871,+01.065,-02.221,-09.948,+00.040476,-00.007423,-00.439347*64
"
1667362689.0938108,0,1667362689,63759803,IMU1_Frame,0,0,0,,0.03587696047706702,0.0765698176244945,-0.416400955895017,0.9052403828075694,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.031095,-0.015789,-0.441035,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.198,-1.853,-9.925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0653,0.0794,0.2904,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.069,9.701,-49.398,"$VNYMR,-049.398,+009.701,+000.069,-00.0653,+00.0794,+00.2904,+01.198,-01.853,-09.925,+00.031095,-00.015789,-00.441035*66
"
1667362689.0938344,0,1667362689,88692665,IMU1_Frame,0,0,0,,0.035725222979434285,0.07645609097530966,-0.4213582926402154,0.9029592260003592,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.032169,-0.017045,-0.433779,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.431,-1.658,-10.125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0643,0.0784,0.2915,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.005,9.682,-50.031,"$VNYMR,-050.031,+009.682,+000.005,-00.0643,+00.0784,+00.2915,+01.431,-01.658,-10.125,+00.032169,-00.017045,-00.433779*63
"
1667362689.1370695,0,1667362689,113589286,IMU1_Frame,0,0,0,,0.035720157600669745,0.07623835097367225,-0.4262791103819013,0.9006652564820147,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.04945,-0.01232,-0.43105,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.939,-1.311,-10.189,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0682,0.0725,0.2825,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.038,9.659,-50.659,"$VNYMR,-050.659,+009.659,-000.038,-00.0682,+00.0725,+00.2825,+00.939,-01.311,-10.189,+00.049450,-00.012320,-00.431050*63
"
1667362689.139771,0,1667362689,139376640,IMU1_Frame,0,0,0,,0.03591522676155196,0.07586836299770999,-0.4311694493940725,0.8983579430783292,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.072214,-0.018381,-0.432984,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.834,-1.837,-10.251,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0785,0.0758,0.2898,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.052,9.63,-51.282,"$VNYMR,-051.282,+009.630,-000.052,-00.0785,+00.0758,+00.2898,+00.834,-01.837,-10.251,+00.072214,-00.018381,-00.432984*60
"
1667362689.180407,0,1667362689,164618730,IMU1_Frame,0,0,0,,0.03615119263694153,0.07551582553166845,-0.43601738323524664,0.8960353189924409,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.056891,-0.015906,-0.425442,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.988,-1.703,-10.238,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0729,0.0717,0.2912,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.062,9.605,-51.901,"$VNYMR,-051.901,+009.605,-000.062,-00.0729,+00.0717,+00.2912,+00.988,-01.703,-10.238,+00.056891,-00.015906,-00.425442*62
"
1667362689.2237258,0,1667362689,189357995,IMU1_Frame,0,0,0,,0.03641578177630553,0.07511841641271429,-0.44090386807479814,0.8936637474296176,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.063726,-0.015602,-0.434784,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.908,-1.967,-10.271,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0757,0.0698,0.2977,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.067,9.577,-52.526,"$VNYMR,-052.526,+009.577,-000.067,-00.0757,+00.0698,+00.2977,+00.908,-01.967,-10.271,+00.063726,-00.015602,-00.434784*69
"
1667362689.2237568,0,1667362689,214197158,IMU1_Frame,0,0,0,,0.036600036566407444,0.07484648101909888,-0.4458191247071052,0.891237201674047,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.053584,-0.009978,-0.437729,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.765,-1.63,-9.85,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0813,0.0809,0.2918,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.087,9.558,-53.158,"$VNYMR,-053.158,+009.558,-000.087,-00.0813,+00.0809,+00.2918,+00.765,-01.630,-09.850,+00.053584,-00.009978,-00.437729*6D
"
1667362689.2671375,0,1667362689,239046335,IMU1_Frame,0,0,0,,0.036803912437361384,0.07459316783447417,-0.4507439648471004,0.8887694917669243,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.064382,-0.010288,-0.442014,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.83,-1.82,-10.032,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0795,0.0729,0.2942,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.106,9.542,-53.793,"$VNYMR,-053.793,+009.542,-000.106,-00.0795,+00.0729,+00.2942,+00.830,-01.820,-10.032,+00.064382,-00.010288,-00.442014*6B
"
1667362689.2671711,0,1667362689,263995647,IMU1_Frame,0,0,0,,0.037051127369229934,0.07430700835185106,-0.4556903332986341,0.8862573004543584,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.071418,-0.0137,-0.440404,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.938,-1.747,-9.723,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0823,0.072,0.2919,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.119,9.525,-54.432,"$VNYMR,-054.432,+009.525,-000.119,-00.0823,+00.0720,+00.2919,+00.938,-01.747,-09.723,+00.071418,-00.013700,-00.440404*67
"
1667362689.310398,0,1667362689,288882017,IMU1_Frame,0,0,0,,0.03738484731772598,0.07404288515718661,-0.4606100570878106,0.8837185070248297,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.077275,-0.010859,-0.443255,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.991,-1.497,-9.672,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0813,0.0839,0.2907,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.124,9.515,-55.069,"$VNYMR,-055.069,+009.515,-000.124,-00.0813,+00.0839,+00.2907,+00.991,-01.497,-09.672,+00.077275,-00.010859,-00.443255*68
"
1667362689.314229,0,1667362689,313835382,IMU1_Frame,0,0,0,,0.03782077608420304,0.07367324620467122,-0.4655430409959508,0.8811421671162362,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.087572,-0.017166,-0.441475,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.533,-1.482,-9.52,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.087,0.0751,0.2949,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.113,9.5,-55.708,"$VNYMR,-055.708,+009.500,-000.113,-00.0870,+00.0751,+00.2949,+01.533,-01.482,-09.520,+00.087572,-00.017166,-00.441475*68
"
1667362689.3604162,0,1667362689,338735580,IMU1_Frame,0,0,0,,0.038308235782152825,0.07323243236595166,-0.4704917227080219,0.8785254855633177,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.088707,-0.020166,-0.442088,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.162,-1.865,-9.3,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0842,0.077,0.2939,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.093,9.481,-56.35,"$VNYMR,-056.350,+009.481,-000.093,-00.0842,+00.0770,+00.2939,+01.162,-01.865,-09.300,+00.088707,-00.020166,-00.442088*69
"
1667362689.4071836,0,1667362689,363678693,IMU1_Frame,0,0,0,,0.03876132708801766,0.07276551855898646,-0.4754410280466883,0.8758758860027633,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.078912,-0.014109,-0.440903,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.846,-1.842,-9.402,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0908,0.0802,0.2903,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.075,9.458,-56.994,"$VNYMR,-056.994,+009.458,-000.075,-00.0908,+00.0802,+00.2903,+00.846,-01.842,-09.402,+00.078912,-00.014109,-00.440903*66
"
1667362689.4072206,0,1667362689,389438152,IMU1_Frame,0,0,0,,0.03918724877089352,0.07231850384326015,-0.48041055143642986,0.8731781579976597,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.083032,-0.010315,-0.446899,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.687,-2.074,-9.632,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0908,0.0762,0.2959,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.061,9.436,-57.643,"$VNYMR,-057.643,+009.436,-000.061,-00.0908,+00.0762,+00.2959,+00.687,-02.074,-09.632,+00.083032,-00.010315,-00.446899*65
"
1667362689.450557,0,1667362689,414630413,IMU1_Frame,0,0,0,,0.03955243901432708,0.07193059830930208,-0.485342805120242,0.8704619205415585,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.070611,-0.005668,-0.449957,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.759,-2.094,-9.806,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0927,0.0783,0.2935,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.056,9.417,-58.29,"$VNYMR,-058.290,+009.417,-000.056,-00.0927,+00.0783,+00.2935,+00.759,-02.094,-09.806,+00.070611,-00.005668,-00.449957*66
"
1667362689.4505916,0,1667362689,439262390,IMU1_Frame,0,0,0,,0.03989250408652619,0.0715932524919975,-0.49023998561097115,0.8677256195500271,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.066164,-0.014186,-0.442227,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.663,-2.065,-9.537,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0898,0.0812,0.2903,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.056,9.402,-58.935,"$VNYMR,-058.935,+009.402,-000.056,-00.0898,+00.0812,+00.2903,+00.663,-02.065,-09.537,+00.066164,-00.014186,-00.442227*6A
"
1667362689.4937043,0,1667362689,464454889,IMU1_Frame,0,0,0,,0.04021098570290129,0.07136545649095617,-0.4950905186084545,0.864971344399715,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.05922,0.000756,-0.443651,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.74,-2.141,-9.3,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0955,0.0784,0.2945,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.064,9.397,-59.577,"$VNYMR,-059.577,+009.397,-000.064,-00.0955,+00.0784,+00.2945,+00.740,-02.141,-09.300,+00.059220,+00.000756,-00.443651*6F
"
1667362689.493725,0,1667362689,489138603,IMU1_Frame,0,0,0,,0.04042969490702634,0.07121352138242777,-0.4998935844970138,0.8622067491737502,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.050273,0.008161,-0.437431,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.221,-2.064,-9.779,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0965,0.0754,0.2845,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.086,9.394,-60.216,"$VNYMR,-060.216,+009.394,-000.086,-00.0965,+00.0754,+00.2845,+01.221,-02.064,-09.779,+00.050273,+00.008161,-00.437431*68
"
1667362689.5370727,0,1667362689,514074087,IMU1_Frame,0,0,0,,0.04060193975208997,0.07115895973107132,-0.5046499127503243,0.8594279204793438,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.040573,0.009534,-0.43529,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.332,-1.74,-9.867,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0992,0.0805,0.2954,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.118,9.398,-60.852,"$VNYMR,-060.852,+009.398,-000.118,-00.0992,+00.0805,+00.2954,+01.332,-01.740,-09.867,+00.040573,+00.009534,-00.435290*67
"
1667362689.5394087,0,1667362689,538974046,IMU1_Frame,0,0,0,,0.040772347267930754,0.07110609133620534,-0.5093608356206307,0.8566405772603836,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.044613,-0.000237,-0.429754,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.284,-1.662,-9.884,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0974,0.0784,0.2878,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.15,9.402,-61.484,"$VNYMR,-061.484,+009.402,-000.150,-00.0974,+00.0784,+00.2878,+01.284,-01.662,-09.884,+00.044613,-00.000237,-00.429754*62
"
