Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1667362895.3232975,0,15696,0,GPS1_Frame,42.34264666666667,-71.08479666666666,14.0,328267.8814374602,4689925.9812959125,19,T
1667362896.3230238,0,15697,0,GPS1_Frame,42.34262499999999,-71.08473666666667,14.0,328272.7650662276,4689923.454187388,19,T
1667362897.3225746,0,15698,0,GPS1_Frame,42.34258833333334,-71.08467333333333,14.0,328277.88245037524,4689919.25471334,19,T
1667362898.3203154,0,15699,0,GPS1_Frame,42.34254333333333,-71.08461166666666,13.7,328282.8398582887,4689914.133255672,19,T
1667362899.3229778,0,15700,0,GPS1_Frame,42.34249166666667,-71.08455000000001,14.0,328287.77912436053,4689908.271518837,19,T
1667362900.328146,0,15701,0,GPS1_Frame,42.342439999999996,-71.08448666666666,14.0,328292.8556943077,4689902.406419871,19,T
1667362901.3214743,0,15702,0,GPS1_Frame,42.34239166666666,-71.08442499999998,14.4,328297.80405142496,4689896.914832141,19,T
1667362902.3232477,0,15703,0,GPS1_Frame,42.34234833333334,-71.08436833333334,15.0,328302.3541402023,4689891.98855748,19,T
1667362903.321287,0,15704,0,GPS1_Frame,42.34231333333333,-71.08431999999999,15.7,328306.24044080894,4689888.004467748,19,T
1667362904.3221729,0,15705,0,GPS1_Frame,42.34229,-71.08429333333335,17.5,328308.3736578729,4689885.359627829,19,T
1667362905.3231773,0,15706,0,GPS1_Frame,42.342275,-71.08428833333333,20.0,328308.7447147494,4689883.683894566,19,T
1667362906.3239143,0,15707,0,GPS1_Frame,42.34227666666668,-71.08428833333333,19.5,328308.74925145623,4689883.868965291,19,T
1667362907.3247557,0,15708,0,GPS1_Frame,42.34227666666668,-71.08428833333333,19.5,328308.74925145623,4689883.868965291,19,T
1667362908.3152118,0,15709,0,GPS1_Frame,42.342278333333326,-71.08428833333333,19.5,328308.7537881632,4689884.054036012,19,T
1667362909.3153605,0,15710,0,GPS1_Frame,42.342278333333326,-71.08428833333333,19.5,328308.7537881632,4689884.054036012,19,T
1667362910.3154702,0,15711,0,GPS1_Frame,42.342278333333326,-71.08428833333333,19.5,328308.7537881632,4689884.054036012,19,T
1667362911.3153677,0,15712,0,GPS1_Frame,42.342278333333326,-71.08428833333333,19.5,328308.7537881632,4689884.054036012,19,T
1667362912.3147714,0,15713,0,GPS1_Frame,42.34228,-71.08428833333333,19.5,328308.75832487043,4689884.239106735,19,T
1667362913.3162606,0,15714,0,GPS1_Frame,42.34228,-71.08428666666667,19.5,328308.8956206386,4689884.235741154,19,T
1667362916.2514944,0,15715,0,GPS1_Frame,42.34228,-71.08428666666667,19.5,328308.8956206386,4689884.235741154,19,T
1667362916.2515135,0,15716,0,GPS1_Frame,42.34228,-71.08428666666667,19.5,328308.8956206386,4689884.235741154,19,T
1667362916.3146808,0,15717,0,GPS1_Frame,42.34228,-71.08428666666667,19.5,328308.8956206386,4689884.235741154,19,T
1667362917.3154588,0,15718,0,GPS1_Frame,42.34227166666666,-71.08428833333333,20.2,328308.735641336,4689883.3137531215,19,T
1667362918.3161292,0,15719,0,GPS1_Frame,42.34227166666666,-71.08428833333333,20.2,328308.735641336,4689883.3137531215,19,T
1667362919.3158216,0,15720,0,GPS1_Frame,42.34227166666666,-71.08428666666667,20.2,328308.87293712236,4689883.310387541,19,T
1667362920.316004,0,15721,0,GPS1_Frame,42.34227166666666,-71.08428666666667,20.2,328308.87293712236,4689883.310387541,19,T
1667362921.316332,0,15722,0,GPS1_Frame,42.34227166666666,-71.08428666666667,20.2,328308.87293712236,4689883.310387541,19,T
1667362927.228923,0,15723,0,GPS1_Frame,42.34227333333334,-71.08428666666667,20.2,328308.87747382536,4689883.495458266,19,T
1667362927.2289267,0,15724,0,GPS1_Frame,42.34227333333334,-71.08428666666667,20.2,328308.87747382536,4689883.495458266,19,T
1667362927.228937,0,15725,0,GPS1_Frame,42.34227333333334,-71.08428500000001,20.2,328309.01476960815,4689883.492092688,19,T
1667362927.228946,0,15726,0,GPS1_Frame,42.34227333333334,-71.08428500000001,20.1,328309.01476960815,4689883.492092688,19,T
1667362927.228948,0,15727,0,GPS1_Frame,42.34227333333334,-71.08428500000001,20.1,328309.01476960815,4689883.492092688,19,T
1667362927.3170002,0,15728,0,GPS1_Frame,42.34227333333334,-71.08428500000001,20.1,328309.01476960815,4689883.492092688,19,T
1667362928.315594,0,15729,0,GPS1_Frame,42.342275,-71.08428333333332,20.1,328309.1566020908,4689883.673797833,19,T
1667362929.31699,0,15730,0,GPS1_Frame,42.342275,-71.08428333333332,20.1,328309.1566020908,4689883.673797833,19,T
1667362930.316524,0,15731,0,GPS1_Frame,42.342275,-71.08428333333332,20.1,328309.1566020908,4689883.673797833,19,T
1667362931.3168862,0,15732,0,GPS1_Frame,42.342275,-71.08428333333332,20.1,328309.1566020908,4689883.673797833,19,T
1667362932.3175976,0,15733,0,GPS1_Frame,42.342275,-71.08428333333332,20.1,328309.1566020908,4689883.673797833,19,T
1667362933.317014,0,15734,0,GPS1_Frame,42.34227666666668,-71.08428166666666,20.1,328309.2984345622,4689883.8555029845,19,T
1667362934.3168058,0,15735,0,GPS1_Frame,42.34227666666668,-71.08428166666666,20.1,328309.2984345622,4689883.8555029845,19,T
1667362935.3167973,0,15736,0,GPS1_Frame,42.34227666666668,-71.08428166666666,20.1,328309.2984345622,4689883.8555029845,19,T
1667362936.3154643,0,15737,0,GPS1_Frame,42.34227666666668,-71.08428166666666,20.1,328309.2984345622,4689883.8555029845,19,T
1667362937.3147027,0,15738,0,GPS1_Frame,42.342278333333326,-71.08428166666666,20.1,328309.3029712547,4689884.040573705,19,T
1667362938.3139577,0,15739,0,GPS1_Frame,42.34227333333334,-71.08427,19.6,328310.2504316604,4689883.461802607,19,T
1667362939.313633,0,15740,0,GPS1_Frame,42.34225833333333,-71.08423833333335,19.2,328312.81822216825,4689881.732221103,19,T
1667362940.3126554,0,15741,0,GPS1_Frame,42.34223166666667,-71.08418166666668,19.1,328317.413696352,4689878.656664098,19,T
1667362941.3146756,0,15742,0,GPS1_Frame,42.342198333333336,-71.08411333333332,19.1,328322.9521007519,4689874.81727021,19,T
1667362942.3162408,0,15743,0,GPS1_Frame,42.34216333333333,-71.08403166666668,19.2,328329.5843431408,4689870.765888771,19,T
1667362943.3159611,0,15744,0,GPS1_Frame,42.342110000000005,-71.08393666666666,19.2,328337.26506661554,4689864.6518158205,19,T
1667362944.3162038,0,15745,0,GPS1_Frame,42.34204833333334,-71.08383666666667,18.8,328345.3350136799,4689857.602303621,19,T
1667362945.3162284,0,15746,0,GPS1_Frame,42.34198500000001,-71.083725,19.1,328354.3615163897,4689850.344177813,19,T
1667362946.3166142,0,15747,0,GPS1_Frame,42.34191666666667,-71.08360833333332,19.4,328363.7863217941,4689842.520758696,19,T
