Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664135584.1080005,11,195306,0,GPS1_Frame,42.33195783333334,-71.09758533333334,45.4,327185.1109797153,4688764.977610028,19,T
1664135585.1449778,12,195307,0,GPS1_Frame,42.33195916666667,-71.09758416666666,45.4,327185.2107543857,4688765.123295621,19,T
1664135586.1288214,13,195308,0,GPS1_Frame,42.33195966666667,-71.0975835,45.5,327185.26705116185,4688765.177462012,19,T
1664135587.1618748,14,195309,0,GPS1_Frame,42.331959999999995,-71.09758316666667,45.7,327185.29542778677,4688765.213798735,19,T
1664135588.1463003,15,195310,0,GPS1_Frame,42.33195966666667,-71.09758333333333,45.8,327185.28078299784,4688765.177123315,19,T
1664135589.1362138,16,195311,0,GPS1_Frame,42.331959999999995,-71.0975835,45.9,327185.267964115,4688765.214476127,19,T
1664135590.1201227,17,195312,0,GPS1_Frame,42.331959833333336,-71.0975835,46.0,327185.2675076385,4688765.195969069,19,T
1664135591.1433651,18,195313,0,GPS1_Frame,42.331960333333335,-71.09758383333333,46.2,327185.24141339655,4688765.252167635,19,T
1664135592.0844293,19,195314,0,GPS1_Frame,42.331961,-71.09758433333333,46.4,327185.20204379386,4688765.327211954,19,T
1664135593.1267295,20,195315,0,GPS1_Frame,42.33196216666667,-71.09758466666668,46.7,327185.1777754583,4688765.457438752,19,T
1664135594.0941007,21,195316,0,GPS1_Frame,42.3319635,-71.09758466666668,47.0,327185.1814272731,4688765.605495217,19,T
1664135595.1666307,22,195317,0,GPS1_Frame,42.331965000000004,-71.09758483333333,47.2,327185.1718037301,4688765.772397436,19,T
1664135596.1017191,23,195318,0,GPS1_Frame,42.331965833333335,-71.09758433333333,47.2,327185.2152816207,4688765.863916638,19,T
1664135597.107465,24,195319,0,GPS1_Frame,42.33196666666666,-71.09758400000001,47.3,327185.24502767157,4688765.9557745345,19,T
1664135598.1400118,25,195320,0,GPS1_Frame,42.33196816666667,-71.09758366666667,47.6,327185.2765996348,4688766.1216606675,19,T
1664135599.110784,26,195321,0,GPS1_Frame,42.331968833333335,-71.09758400000001,47.8,327185.2509618693,4688766.196366291,19,T
1664135600.1130688,27,195322,0,GPS1_Frame,42.3319695,-71.09758366666667,47.9,327185.2802514483,4688766.269717132,19,T
1664135601.1145298,28,195323,0,GPS1_Frame,42.33197116666667,-71.09758366666667,47.9,327185.2848162153,4688766.454787713,19,T
1664135602.1168528,29,195324,0,GPS1_Frame,42.331973166666664,-71.09758383333333,47.9,327185.27656210284,4688766.677211104,19,T
1664135603.1194432,30,195325,0,GPS1_Frame,42.33197583333334,-71.09758383333333,47.8,327185.28386573127,4688766.973324035,19,T
1664135604.189328,31,195326,0,GPS1_Frame,42.33197700000001,-71.09758366666667,47.7,327185.30079290096,4688767.102534746,19,T
1664135605.1439953,32,195327,0,GPS1_Frame,42.3319785,-71.09758433333333,47.8,327185.2499738622,4688767.270453051,19,T
1664135606.1069922,33,195328,0,GPS1_Frame,42.33197883333334,-71.0975855,47.8,327185.1547639913,4688767.309838039,19,T
1664135607.1104934,34,195329,0,GPS1_Frame,42.3319785,-71.09758633333333,47.8,327185.0851918775,4688767.274517404,19,T
1664135608.1171796,35,195330,0,GPS1_Frame,42.33197816666667,-71.09758666666667,47.8,327185.05681525473,4688767.238180681,19,T
1664135609.1175597,36,195331,0,GPS1_Frame,42.331977499999994,-71.09758683333332,47.5,327185.041257515,4688767.164491143,19,T
1664135610.118913,37,195332,0,GPS1_Frame,42.33197783333333,-71.09758749999999,47.6,327184.9872431397,4688767.202860044,19,T
1664135611.1047783,38,195333,0,GPS1_Frame,42.3319785,-71.09758866666667,47.6,327184.89294622693,4688767.279259153,19,T
1664135612.09099,39,195334,0,GPS1_Frame,42.3319785,-71.09758983333333,47.5,327184.79682339955,4688767.28163003,19,T
1664135613.1158066,40,195335,0,GPS1_Frame,42.33197883333334,-71.09759000000001,47.1,327184.784004524,4688767.318982841,19,T
1664135614.175796,41,195336,0,GPS1_Frame,42.33198049999999,-71.0975905,47.1,327184.7473738112,4688767.505069513,19,T
