Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter,Quality,UTM_easting(scaled),UTM_northing(scaled)
92,93,1665545608,0,GPS1_Frame,42.336402893066406,-71.08850860595703,40.0,327945.375,4689240.0,19,T,4,17.34375,26.0
93,94,1665545609,0,GPS1_Frame,42.33639526367188,-71.08850860595703,40.0,327945.03125,4689239.5,19,T,4,17.0,25.5
94,95,1665545610,0,GPS1_Frame,42.33639526367188,-71.08851623535156,40.0,327944.6875,4689239.0,19,T,4,16.65625,25.0
95,96,1665545611,0,GPS1_Frame,42.33639144897461,-71.08851623535156,40.0,327944.375,4689238.5,19,T,4,16.34375,24.5
96,97,1665545612,0,GPS1_Frame,42.336387634277344,-71.0885238647461,40.0,327944.0,4689238.5,19,T,4,15.96875,24.5
97,98,1665545613,0,GPS1_Frame,42.33638381958008,-71.0885238647461,40.0,327943.65625,4689238.0,19,T,4,15.625,24.0
98,99,1665545614,0,GPS1_Frame,42.33638000488281,-71.08853149414062,40.0,327943.25,4689237.5,19,T,4,15.21875,23.5
99,100,1665545615,0,GPS1_Frame,42.33637619018555,-71.08853149414062,40.0,327942.9375,4689237.5,19,T,4,14.90625,23.5
100,101,1665545616,0,GPS1_Frame,42.33637237548828,-71.08853912353516,40.0,327942.59375,4689237.0,19,T,4,14.5625,23.0
101,102,1665545617,0,GPS1_Frame,42.33637237548828,-71.08853912353516,39.900001525878906,327942.34375,4689236.5,19,T,4,14.3125,22.5
102,103,1665545618,0,GPS1_Frame,42.336368560791016,-71.08854675292969,39.900001525878906,327942.125,4689236.5,19,T,4,14.09375,22.5
103,104,1665545619,0,GPS1_Frame,42.33636474609375,-71.08854675292969,39.900001525878906,327941.90625,4689236.0,19,T,4,13.875,22.0
104,105,1665545620,0,GPS1_Frame,42.33636474609375,-71.08854675292969,39.900001525878906,327941.625,4689236.0,19,T,4,13.59375,22.0
105,106,1665545621,0,GPS1_Frame,42.33636093139648,-71.08855438232422,39.900001525878906,327941.375,4689235.5,19,T,4,13.34375,21.5
106,107,1665545622,0,GPS1_Frame,42.33635711669922,-71.08855438232422,39.900001525878906,327941.125,4689235.5,19,T,4,13.09375,21.5
107,108,1665545623,0,GPS1_Frame,42.33635330200195,-71.08855438232422,39.900001525878906,327940.90625,4689235.0,19,T,4,12.875,21.0
108,109,1665545624,0,GPS1_Frame,42.33635330200195,-71.08856201171875,39.900001525878906,327940.5,4689234.5,19,T,4,12.46875,20.5
109,110,1665545625,0,GPS1_Frame,42.33634948730469,-71.08856964111328,39.79999923706055,327940.125,4689234.5,19,T,4,12.09375,20.5
110,111,1665545626,0,GPS1_Frame,42.33634567260742,-71.08856964111328,39.79999923706055,327939.84375,4689234.0,19,T,4,11.8125,20.0
111,112,1665545627,0,GPS1_Frame,42.33634185791016,-71.08857727050781,39.79999923706055,327939.53125,4689233.5,19,T,4,11.5,19.5
112,113,1665545628,0,GPS1_Frame,42.33634185791016,-71.08857727050781,39.79999923706055,327939.28125,4689233.5,19,T,4,11.25,19.5
113,114,1665545629,0,GPS1_Frame,42.33633804321289,-71.08857727050781,39.79999923706055,327938.9375,4689233.0,19,T,4,10.90625,19.0
114,115,1665545630,0,GPS1_Frame,42.336334228515625,-71.08858489990234,39.79999923706055,327938.59375,4689232.5,19,T,4,10.5625,18.5
115,116,1665545631,0,GPS1_Frame,42.33633041381836,-71.08858489990234,39.900001525878906,327938.28125,4689232.5,19,T,4,10.25,18.5
116,117,1665545632,0,GPS1_Frame,42.33632659912109,-71.08859252929688,39.79999923706055,327937.9375,4689232.0,19,T,4,9.90625,18.0
117,118,1665545633,0,GPS1_Frame,42.33632659912109,-71.08859252929688,39.79999923706055,327937.75,4689231.5,19,T,4,9.71875,17.5
118,119,1665545634,0,GPS1_Frame,42.33632278442383,-71.0886001586914,39.900001525878906,327937.40625,4689231.5,19,T,4,9.375,17.5
119,120,1665545635,0,GPS1_Frame,42.33631896972656,-71.0886001586914,39.79999923706055,327937.125,4689231.0,19,T,4,9.09375,17.0
